ID,Mutation Option,Mutated Prompts
117,lds,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,lr2,"Generate C code for the following: 

Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,li,"Generate C code for the following: 

Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,ls,Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file.Generate C code for the following:
117,lp,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,lis,"Generate C code for the following: 

Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,lrs,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,td,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,tr2,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,ts1,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,ts2,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,tr,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,uw,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them intoÀ a single string. Writes the string to a file."
117,num,"Generate C code for the following: 

 Generate 2 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,ft,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file."
117,fn,Geng to a file.
117,fo,"Generate C code for the following: 

 Generate 3 random floats. Convert them to strings. Concatenate them into a single string. Writes the string to a file string. Writes the string to a file."
118,bd,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strins using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,bf,"Generate C code for the following: 

 The rand() function generates a random numbeò.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,bi,"Generate C code for the following: 

 The rand() function generaýtes a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,br,"Generate C code for the following: 

 The rand()))) function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,bp,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code getesnear three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,bei,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts uhem to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,bed,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables stqing; string2; and string3."
118,ber,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macroädefines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,sr,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strhe RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,sd,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,lds,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,lr2,"Generate C code for the following: 

Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,li,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3. The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,ls,The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3.Generate C code for the following:
118,lp,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,lis,"Generate C code for the following: 

Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,lrs,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,td,"Generate C code for the following: 

 The rand function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,tr2,"Generate C code for the following: 

 The rand()() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,ts1,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,ts2,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,tr,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,uw,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,num,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string105502608; and string3."
118,ft,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value that rand() can return. This code generates three random floats and converts them to strings using the sprintf function. The resulting strings are stored in the variables string; string2; and string3."
118,fn,"Generate C code for the following: 

 The rand() function generates a random number.The RAND_MAX macro defines the maximum value thverts them to strings using the sprintf function. The resulti; string2; and string3."
118,fo,"Generate C code for the following: 

 The rand() can return. This code generates nd string3."
119,bd,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of te second chunk."
119,bf,"Generate C code for the following: 
 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,bi,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,br,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the seeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeecond chunk."
119,bp,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the ctostenn of the second chunk."
119,bei,"Generate C code for the following: 

 The code allocbtes two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,bed,"Generate C code for the following: 

 The code allocates two chunks ofmemory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,ber,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the cont?nts of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,sr,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the cond chunk.The code then prints the contents of the second chunk."
119,sd,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The conts of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,lds,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,lr2,"Generate C code for the following: 

Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,li,"Generate C code for the following: 

Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,ls,The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.Generate C code for the following:
119,lp,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,lis,"Generate C code for the following: 

Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,lrs,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,td,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,tr2,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,ts1,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,ts2,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,tr,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,uw,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.TheÀ code then prints the contents of the second chunk."
119,num,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 32759.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk."
119,ft,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the second chunk."
119,fn,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first che second chunk."
119,fo,"Generate C code for the following: 

 The cnks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk."
120,bd,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the fist chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the second chunk."
120,bf,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contenvs of the second chunk.The code then frees the memory allocated to the first chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the second chunk."
120,bi,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chun{k.The code then frees the memory allocated to the first chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the second chunk."
120,br,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the first chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the second chunk."
120,bp,"Generate C code for the following: 

 The code allocatesn   cfkwtuh osomemory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the first chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the second chunk."
120,bei,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the firsu chunk into the second chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the first chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the second chunk."
120,bed,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the first chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to she second chunk."
120,ber,"Generate C code for the following: 

 The code allocates two chunks of memory each of size 10.The code then copies the contents of the first chunk into the second chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the first chunk.The code then prints the contents of the second chunk.The code then frees the memory allocated to the secod chunk."
